"Indikator","Ausprägung","Jahr","Räumliche Gliederung","Indikatorwert","Basiswert 1","Basiswert 2","Name Basiswert 1","Name Basiswert 2"
"Ärztedichte","Frauenheilkunde und Geburtshilfe","2010","07 Sendling - Westpark","3042.4","27382","9","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe"
"Ärztedichte","Frauenheilkunde und Geburtshilfe","2010","08 Schwanthalerhöhe","4558","13674","3","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe"
"Ärztedichte","Frauenheilkunde und Geburtshilfe","2010","09 Neuhausen - Nymphenburg","1516.1","47000","31","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe"
"Ärztedichte","Frauenheilkunde und Geburtshilfe","2010","10 Moosach","3507.9","24555","7","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe"
"Ärztedichte","Frauenheilkunde und Geburtshilfe","2010","11 Milbertshofen - Am Hart","17103.5","34207","2","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe"
"Ärztedichte","Frauenheilkunde und Geburtshilfe","2010","12 Schwabing - Freimann","1494.1","32870","22","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe"
"Ärztedichte","Frauenheilkunde und Geburtshilfe","2010","13 Bogenhausen","1460.5","40894","28","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe"
"Ärztedichte","Frauenheilkunde und Geburtshilfe","2010","14 Berg am Laim","4186.2","20931","5","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe"
"Ärztedichte","Frauenheilkunde und Geburtshilfe","2010","15 Trudering - Riem","6330.4","31652","5","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe"
"Ärztedichte","Frauenheilkunde und Geburtshilfe","2010","16 Ramersdorf - Perlach","6762.4","54099","8","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe"
"Ärztedichte","Frauenheilkunde und Geburtshilfe","2010","17 Obergiesing - Fasangarten","3083.1","24665","8","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe"
"Ärztedichte","Frauenheilkunde und Geburtshilfe","2010","18 Untergiesing - Harlaching","6454","25816","4","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe"
"Ärztedichte","Frauenheilkunde und Geburtshilfe","2010","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","4367.3","43673","10","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe"
"Ärztedichte","Frauenheilkunde und Geburtshilfe","2010","20 Hadern","8347","25041","3","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe"
"Ärztedichte","Frauenheilkunde und Geburtshilfe","2010","21 Pasing - Obermenzing","1363.2","34081","25","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe"
"Ärztedichte","Frauenheilkunde und Geburtshilfe","2010","22 Aubing - Lochhausen - Langwied","6662.7","19988","3","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe"
"Ärztedichte","Frauenheilkunde und Geburtshilfe","2010","23 Allach - Untermenzing","3678.5","14714","4","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe"
"Ärztedichte","Frauenheilkunde und Geburtshilfe","2010","24 Feldmoching - Hasenbergl","14148","28296","2","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe"
"Ärztedichte","Frauenheilkunde und Geburtshilfe","2010","25 Laim","4514.8","27089","6","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe"
"Ärztedichte","Innere Medizin","2019","Stadt München","2257.7","1560042","691","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2019","01 Altstadt - Lehel","148.8","21126","142","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2019","02 Ludwigsvorstadt - Isarvorstadt","1442.6","51933","36","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2019","03 Maxvorstadt","1178.1","51834","44","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2019","04 Schwabing - West","2757.4","68935","25","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2019","05 Au - Haidhausen","1813.4","61654","34","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2019","06 Sendling","2750.4","41256","15","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2019","07 Sendling - Westpark","4321.3","60498","14","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2019","08 Schwanthalerhöhe","3290.1","29611","9","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2019","09 Neuhausen - Nymphenburg","1822.1","100213","55","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2019","10 Moosach","5487.2","54872","10","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2019","11 Milbertshofen - Am Hart","9569.9","76559","8","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2019","12 Schwabing - Freimann","1747.9","78657","45","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2019","13 Bogenhausen","1875.5","90025","48","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2019","14 Berg am Laim","7833.3","47000","6","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2019","15 Trudering - Riem","6123.3","73479","12","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2019","16 Ramersdorf - Perlach","4367.3","117918","27","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2019","17 Obergiesing - Fasangarten","2724.9","54498","20","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2019","18 Untergiesing - Harlaching","3131.9","53243","17","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2019","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","3488.9","97689","28","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2019","20 Hadern","4560.5","50165","11","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2019","21 Pasing - Obermenzing","1817.8","76348","42","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2019","22 Aubing - Lochhausen - Langwied","4461.1","49072","11","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2019","23 Allach - Untermenzing","3808.6","34277","9","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2019","24 Feldmoching - Hasenbergl","12413.8","62069","5","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2019","25 Laim","3172.8","57111","18","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2018","Stadt München","2284.8","1542211","675","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2018","01 Altstadt - Lehel","151.8","21100","139","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2018","02 Ludwigsvorstadt - Isarvorstadt","1395.8","51644","37","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2018","03 Maxvorstadt","1168.2","51402","44","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2018","04 Schwabing - West","2855.3","68527","24","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2018","05 Au - Haidhausen","1804.6","61356","34","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2018","06 Sendling","3152.5","40983","13","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2018","07 Sendling - Westpark","4260.2","59643","14","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2018","08 Schwanthalerhöhe","3717.9","29743","8","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2018","09 Neuhausen - Nymphenburg","1796.6","98814","55","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2018","10 Moosach","7746.1","54223","7","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2018","11 Milbertshofen - Am Hart","10727.7","75094","7","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2018","12 Schwabing - Freimann","1812.5","77936","43","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2018","13 Bogenhausen","1871.3","87950","47","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2018","14 Berg am Laim","7683","46098","6","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2018","15 Trudering - Riem","6655.1","73206","11","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2018","16 Ramersdorf - Perlach","4154.5","116327","28","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2018","17 Obergiesing - Fasangarten","3014.2","54256","18","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2018","18 Untergiesing - Harlaching","3128.5","53184","17","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2018","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","3454.1","96714","28","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2018","20 Hadern","4536.2","49898","11","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2018","21 Pasing - Obermenzing","1913.5","74625","39","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2018","22 Aubing - Lochhausen - Langwied","4346.6","47813","11","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2018","23 Allach - Untermenzing","3706.1","33355","9","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2018","24 Feldmoching - Hasenbergl","15443.5","61774","4","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2018","25 Laim","2692.7","56546","21","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2017","Stadt München","2337","1526056","653","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2017","01 Altstadt - Lehel","157.3","20926","133","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2017","02 Ludwigsvorstadt - Isarvorstadt","1395.5","51632","37","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2017","03 Maxvorstadt","1221.7","51311","42","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2017","04 Schwabing - West","3250.7","68265","21","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2017","05 Au - Haidhausen","1965.7","60937","31","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2017","06 Sendling","3129.4","40682","13","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2017","07 Sendling - Westpark","4241.9","59386","14","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2017","08 Schwanthalerhöhe","4219.3","29535","7","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2017","09 Neuhausen - Nymphenburg","1970.4","98520","50","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2017","10 Moosach","7666","53662","7","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2017","11 Milbertshofen - Am Hart","9341.4","74731","8","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2017","12 Schwabing - Freimann","1862","76341","41","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2017","13 Bogenhausen","1910.5","85971","45","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2017","14 Berg am Laim","7597","45582","6","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2017","15 Trudering - Riem","6546","72006","11","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2017","16 Ramersdorf - Perlach","4579.1","114478","25","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2017","17 Obergiesing - Fasangarten","3172.8","53937","17","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2017","18 Untergiesing - Harlaching","2922.2","52600","18","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2017","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","3082.4","95554","31","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2017","20 Hadern","4511.5","49626","11","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2017","21 Pasing - Obermenzing","1900","74098","39","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2017","22 Aubing - Lochhausen - Langwied","3865.4","46385","12","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2017","23 Allach - Untermenzing","3267.7","32677","10","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2017","24 Feldmoching - Hasenbergl","15233.3","60933","4","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2017","25 Laim","2814.1","56281","20","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2016","Stadt München","2445.1","1542860","631","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2016","01 Altstadt - Lehel","171.6","21454","125","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2016","02 Ludwigsvorstadt - Isarvorstadt","1372.9","54915","40","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2016","03 Maxvorstadt","1336.1","53443","40","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2016","04 Schwabing - West","3154.9","69407","22","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2016","05 Au - Haidhausen","2000","61999","31","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2016","06 Sendling","3171.5","41230","13","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2016","07 Sendling - Westpark","4551.9","59174","13","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2016","08 Schwanthalerhöhe","7570.5","30282","4","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2016","09 Neuhausen - Nymphenburg","2163.9","99538","46","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2016","10 Moosach","7694.1","53859","7","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2016","11 Milbertshofen - Am Hart","9531.9","76255","8","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2016","12 Schwabing - Freimann","1837.8","77188","42","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2016","13 Bogenhausen","2075.3","87164","42","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2016","14 Berg am Laim","9131","45655","5","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2016","15 Trudering - Riem","6495.3","71448","11","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2016","16 Ramersdorf - Perlach","4555.9","113898","25","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2016","17 Obergiesing - Fasangarten","3652.3","54784","15","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2016","18 Untergiesing - Harlaching","2573.8","54050","21","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2016","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","3206.7","96200","30","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2016","20 Hadern","5618.6","50567","9","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2016","21 Pasing - Obermenzing","1908.5","74432","39","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2016","22 Aubing - Lochhausen - Langwied","3797.6","45571","12","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2016","23 Allach - Untermenzing","3583.1","32248","9","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2016","24 Feldmoching - Hasenbergl","15441","61764","4","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2016","25 Laim","3129.7","56335","18","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2015","Stadt München","2470.3","1521678","616","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2015","01 Altstadt - Lehel","185.3","21122","114","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2015","02 Ludwigsvorstadt - Isarvorstadt","1286.9","54049","42","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2015","03 Maxvorstadt","1452.5","53743","37","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2015","04 Schwabing - West","2979.4","68527","23","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2015","05 Au - Haidhausen","2049.8","61495","30","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2015","06 Sendling","3406.6","40879","12","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2015","07 Sendling - Westpark","4171.3","58398","14","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2015","08 Schwanthalerhöhe","7595.3","30381","4","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2015","09 Neuhausen - Nymphenburg","2056.3","98702","48","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2015","10 Moosach","8876.8","53261","6","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2015","11 Milbertshofen - Am Hart","12581.3","75488","6","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2015","12 Schwabing - Freimann","1744.7","75020","43","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2015","13 Bogenhausen","2096.3","85947","41","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2015","14 Berg am Laim","11258.8","45035","4","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2015","15 Trudering - Riem","6348.2","69830","11","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2015","16 Ramersdorf - Perlach","4161.9","112371","27","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2015","17 Obergiesing - Fasangarten","3400.1","54402","16","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2015","18 Untergiesing - Harlaching","2809.3","53377","19","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2015","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","3466.7","93602","27","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2015","20 Hadern","5584.1","50257","9","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2015","21 Pasing - Obermenzing","1880","73320","39","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2015","22 Aubing - Lochhausen - Langwied","3640.2","43682","12","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2015","23 Allach - Untermenzing","3542.4","31882","9","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2015","24 Feldmoching - Hasenbergl","20511.3","61534","3","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2015","25 Laim","2768.7","55374","20","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2014","Stadt München","2548.2","1490681","585","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2014","01 Altstadt - Lehel","216.7","20806","96","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2014","02 Ludwigsvorstadt - Isarvorstadt","778.8","52177","67","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2014","03 Maxvorstadt","2190.6","52575","24","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2014","04 Schwabing - West","3049.7","67094","22","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2014","05 Au - Haidhausen","2430.2","60756","25","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2014","06 Sendling","4042.2","40422","10","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2014","07 Sendling - Westpark","3765.7","56485","15","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2014","08 Schwanthalerhöhe","7520.8","30083","4","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2014","09 Neuhausen - Nymphenburg","2120","97521","46","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2014","10 Moosach","8776.2","52657","6","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
"Ärztedichte","Innere Medizin","2014","11 Milbertshofen - Am Hart","9333.4","74667","8","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin"
